CAI,EDAD,TRABAJA,VINCULO,CONSUME_ALCOHOL,FUMA,CONSUME_DROGA,ADICCION_NO_CONVENCIONAL,RIESGO_PRESUNTIVO,MES,TIPO_VIO
BREÑA,55,1,4,2,1,1,1,2,1,2
BREÑA,33,1,6,5,1,1,1,2,1,3
BREÑA,33,1,4,2,2,1,1,2,1,2
BREÑA,51,1,4,2,1,1,1,1,1,3
BREÑA,43,1,6,6,2,1,1,2,1,3
BREÑA,51,1,4,2,2,1,1,2,1,2
BREÑA,36,1,6,2,1,1,1,2,1,2
BREÑA,62,1,6,2,1,1,1,1,1,3
BREÑA,37,1,4,2,2,1,1,2,1,3
BREÑA,53,1,1,2,1,1,1,2,1,3
BREÑA,39,1,4,2,2,1,2,2,1,3
BREÑA,45,1,1,2,1,1,1,2,1,2
BREÑA,43,1,6,5,5,1,1,2,1,3
BREÑA,33,1,1,2,1,1,1,1,1,3
BREÑA,42,1,6,1,1,1,1,2,1,3
BREÑA,40,1,6,1,1,1,1,2,1,3
BREÑA,26,1,1,6,5,1,1,1,1,3
BREÑA,61,1,1,1,1,1,1,2,1,2
BREÑA,35,1,6,2,1,1,1,1,1,3
BREÑA,46,1,6,2,1,1,1,2,1,2
BREÑA,58,1,6,1,1,1,1,2,1,2
BREÑA,63,0,3,1,1,1,1,2,1,2
BREÑA,53,1,1,4,1,1,1,2,1,3
BREÑA,55,1,1,2,1,1,1,2,1,2
BREÑA,56,1,6,2,2,1,1,2,1,2
BREÑA,28,0,6,2,1,1,1,2,1,2
BREÑA,22,0,6,2,6,1,1,2,1,3
BREÑA,43,1,1,2,1,1,1,1,1,3
BREÑA,52,1,4,2,1,1,1,2,1,2
BREÑA,24,1,4,1,1,1,1,1,1,3
BREÑA,78,1,1,1,1,1,1,2,1,2
BREÑA,52,1,6,6,2,1,1,2,1,3
BREÑA,30,1,3,6,1,1,1,2,1,3
BREÑA,55,1,1,2,1,1,1,2,1,2
BREÑA,44,1,6,1,1,1,1,2,1,2
BREÑA,23,1,1,6,1,1,1,2,1,3
BREÑA,41,0,6,1,1,1,1,1,1,3
BREÑA,64,1,1,2,1,1,1,2,1,2
BREÑA,21,1,4,2,1,1,1,2,1,3
BREÑA,22,1,5,2,1,1,1,2,1,3
BREÑA,45,1,3,2,1,1,1,2,1,2
BREÑA,27,1,4,2,1,1,1,1,1,3
BREÑA,33,1,1,2,1,1,1,2,1,3
BREÑA,40,1,4,2,1,1,1,2,1,3
BREÑA,33,1,4,2,1,1,1,2,1,3
BREÑA,19,0,6,1,1,1,1,1,1,3
BREÑA,42,1,1,2,1,1,1,2,1,2
BREÑA,33,1,4,1,1,1,1,2,1,2
BREÑA,32,1,4,2,1,1,1,2,1,2
BREÑA,42,1,6,2,1,1,1,2,1,3
BREÑA,55,1,6,1,1,1,1,2,1,3
BREÑA,50,1,4,2,1,1,1,1,1,3
BREÑA,37,1,4,6,1,1,1,1,1,3
BREÑA,48,1,1,2,1,1,1,2,1,3
BREÑA,29,1,5,2,1,1,1,1,1,2
BREÑA,39,1,1,2,2,1,1,2,1,3
BREÑA,32,0,4,2,3,1,1,1,1,3
BREÑA,37,1,4,2,6,1,1,2,1,3
BREÑA,28,1,4,2,1,1,1,1,1,3
BREÑA,39,1,1,1,1,1,1,1,1,2
BREÑA,60,1,1,2,1,1,1,2,1,3
BREÑA,43,1,1,6,2,1,1,2,1,2
BREÑA,43,1,4,2,1,1,1,2,1,3
BREÑA,34,1,1,1,1,1,1,2,1,2
BREÑA,32,1,4,2,1,1,1,2,1,2
BREÑA,27,1,6,2,1,1,1,1,1,3
BREÑA,48,1,6,6,6,1,1,2,1,3
BREÑA,72,0,1,1,1,1,1,2,1,2
BREÑA,28,1,3,2,1,1,1,2,1,3
BREÑA,42,1,6,2,1,1,1,2,1,2
BREÑA,48,1,4,2,1,1,1,2,1,3
BREÑA,33,1,4,2,1,1,1,2,1,2
BREÑA,50,1,1,2,1,1,1,1,1,2
BREÑA,31,1,4,2,2,1,1,1,1,3
BREÑA,48,1,6,2,1,1,1,2,1,2
BREÑA,39,1,5,2,2,2,1,2,1,2
BREÑA,51,1,1,1,1,1,1,2,1,3
BREÑA,49,1,6,2,1,1,1,1,1,3
BREÑA,53,1,6,2,1,1,1,2,1,2
BREÑA,30,1,4,2,1,1,1,2,1,2
BREÑA,40,1,1,2,1,1,1,2,1,3
BREÑA,23,1,3,2,1,1,1,2,1,3
BREÑA,54,1,1,2,1,1,1,2,1,3
BREÑA,20,1,4,6,1,1,1,2,1,3
BREÑA,27,1,4,2,4,1,1,1,1,3
BREÑA,24,1,6,2,1,1,2,2,1,2
BREÑA,21,1,6,2,1,1,1,1,1,2
BREÑA,50,1,4,2,2,1,1,2,1,3
BREÑA,32,1,4,6,1,1,1,1,1,3
BREÑA,30,1,1,2,1,1,1,2,1,2
BREÑA,43,1,1,2,2,1,1,2,1,3
BREÑA,38,1,1,1,1,1,1,1,1,3
BREÑA,32,1,4,2,1,1,1,2,1,3
BREÑA,47,1,4,2,1,1,1,2,1,3
BREÑA,45,1,1,2,1,2,1,2,1,2
BREÑA,61,1,4,6,1,1,1,2,1,2
BREÑA,58,1,6,2,1,1,1,2,1,2
BREÑA,34,1,1,6,6,1,1,2,1,2
BREÑA,46,1,1,1,1,1,1,2,1,2
BREÑA,44,1,1,2,1,1,1,2,1,3
BREÑA,47,1,6,2,2,1,1,2,1,3
BREÑA,41,1,3,6,6,1,1,2,1,3
BREÑA,52,1,4,1,1,1,1,2,1,2
BREÑA,39,1,4,2,2,1,1,1,1,3
BREÑA,39,1,4,6,1,2,1,2,1,3
BREÑA,37,1,4,2,1,1,1,2,1,3
BREÑA,39,1,4,5,1,6,1,2,1,3
BREÑA,34,1,3,6,1,1,1,2,1,2
BREÑA,51,1,1,2,1,1,1,2,1,3
BREÑA,27,1,4,2,1,1,1,2,1,2
BREÑA,33,1,3,5,1,1,1,2,1,3
BREÑA,43,1,4,2,1,1,1,2,1,2
BREÑA,24,1,4,6,6,1,1,2,1,3
BREÑA,38,1,4,6,2,1,1,2,2,2
BREÑA,35,1,4,5,1,1,1,2,2,2
BREÑA,53,1,6,2,1,1,1,1,2,2
BREÑA,62,1,1,1,1,1,1,2,2,2
BREÑA,45,1,4,2,1,1,1,2,2,2
BREÑA,47,1,4,2,2,1,1,2,2,3
BREÑA,24,1,6,2,2,1,1,2,2,3
BREÑA,46,1,4,5,1,1,1,2,2,3
BREÑA,43,1,3,6,1,1,1,2,2,3
BREÑA,48,1,4,1,1,1,1,2,2,2
BREÑA,59,1,4,6,5,1,1,2,2,3
BREÑA,33,1,3,2,1,1,1,2,2,3
BREÑA,40,1,6,5,1,1,1,2,2,3
BREÑA,36,0,4,6,1,1,1,2,2,2
BREÑA,52,1,4,2,1,1,1,2,2,2
BREÑA,38,1,6,2,2,1,1,2,2,3
BREÑA,37,1,4,6,1,1,1,2,2,3
BREÑA,58,1,3,2,1,1,1,2,2,2
BREÑA,40,1,6,5,2,1,1,2,2,3
BREÑA,47,1,1,2,2,1,1,2,2,2
BREÑA,57,1,1,2,1,1,1,2,2,2
BREÑA,39,1,6,2,1,1,1,2,2,2
BREÑA,40,1,1,6,1,1,1,2,2,3
BREÑA,34,1,3,2,1,1,1,1,2,3
BREÑA,42,1,1,6,1,1,1,2,2,2
BREÑA,48,1,3,2,2,1,1,2,2,3
BREÑA,46,0,4,2,1,1,1,2,2,3
BREÑA,56,1,1,2,1,1,1,2,2,2
BREÑA,45,1,1,1,1,1,1,2,2,3
BREÑA,61,1,1,1,1,1,1,2,2,2
BREÑA,33,1,3,1,1,1,1,2,2,3
BREÑA,57,1,3,6,3,1,1,2,2,3
BREÑA,59,1,1,2,2,1,1,2,2,3
BREÑA,27,1,3,2,1,1,1,2,2,3
BREÑA,43,1,1,2,1,1,1,2,2,3
BREÑA,21,1,6,1,2,1,1,1,2,3
BREÑA,35,1,4,6,2,2,1,2,2,3
BREÑA,39,1,3,2,1,1,1,2,2,3
BREÑA,43,1,3,2,1,1,1,2,2,3
BREÑA,55,1,1,2,1,1,1,2,2,2
BREÑA,47,1,1,6,2,1,1,2,2,2
BREÑA,47,1,6,2,3,1,1,2,2,2
BREÑA,66,1,4,5,1,1,1,2,2,3
BREÑA,35,1,4,2,1,1,1,2,2,2
BREÑA,46,1,6,2,1,5,2,2,2,2
BREÑA,30,1,4,5,5,1,1,2,2,3
BREÑA,53,1,1,5,2,1,2,1,2,3
BREÑA,50,1,6,1,1,1,1,1,2,2
BREÑA,43,1,1,2,1,1,1,1,2,2
BREÑA,35,1,1,2,1,1,1,1,2,3
BREÑA,30,1,6,2,2,1,1,1,2,2
BREÑA,51,1,1,2,1,1,1,2,2,3
BREÑA,36,1,4,5,1,1,1,2,2,3
BREÑA,36,1,1,2,2,1,1,2,2,2
BREÑA,30,1,3,6,2,2,1,2,2,3
BREÑA,51,1,1,2,1,1,1,2,2,3
BREÑA,30,1,6,6,3,1,1,2,2,3
BREÑA,45,1,1,2,1,1,1,2,2,2
BREÑA,31,1,4,2,1,1,1,2,2,3
BREÑA,29,1,3,6,4,1,1,2,2,2
BREÑA,46,1,1,2,2,1,1,2,2,2
BREÑA,40,1,4,2,1,1,1,1,2,2
BREÑA,21,0,6,6,5,1,1,1,2,3
BREÑA,51,1,6,2,1,1,1,2,2,3
BREÑA,56,1,3,2,1,1,1,2,2,3
BREÑA,25,1,6,2,1,1,1,1,2,2
BREÑA,43,1,4,2,3,1,1,2,2,2
BREÑA,30,1,1,2,6,1,1,2,2,2
BREÑA,34,1,4,2,1,1,1,2,2,2
BREÑA,82,0,1,2,1,1,1,2,2,2
BREÑA,74,0,1,2,2,1,1,2,2,3
BREÑA,36,1,3,2,1,1,1,2,2,2
BREÑA,47,1,4,6,1,1,1,2,2,2
BREÑA,22,1,6,6,2,1,1,2,2,3
BREÑA,34,1,6,6,6,1,1,2,2,3
BREÑA,30,1,6,2,2,1,1,1,2,3
BREÑA,28,1,4,2,5,1,1,2,2,2
BREÑA,33,1,4,2,1,1,1,1,2,2
BREÑA,32,0,5,6,6,1,1,2,2,2
BREÑA,53,1,1,2,1,1,1,2,2,3
BREÑA,33,1,4,2,1,1,1,2,2,3
BREÑA,47,1,4,1,1,1,1,2,2,3
BREÑA,67,1,1,1,1,1,1,2,2,2
BREÑA,42,1,4,2,1,1,1,2,2,2
BREÑA,46,1,1,2,1,1,1,1,2,2
BREÑA,48,1,4,1,1,1,1,2,2,3
BREÑA,45,1,4,6,1,1,1,2,2,3
BREÑA,51,1,4,2,1,2,1,2,2,3
BREÑA,32,1,5,2,1,1,1,2,2,2
BREÑA,42,1,6,6,1,1,1,1,2,2
BREÑA,39,1,3,2,2,1,1,2,2,3
BREÑA,57,1,4,5,1,1,2,1,2,3
BREÑA,28,1,4,5,1,1,1,2,2,3
BREÑA,40,1,4,2,1,1,2,1,2,2
BREÑA,22,1,6,2,2,1,1,1,2,3
BREÑA,67,0,1,1,1,1,1,2,2,2
BREÑA,44,1,4,2,1,1,1,2,2,2
BREÑA,31,1,4,2,1,1,1,1,2,2
BREÑA,46,1,6,2,1,1,1,2,2,3
BREÑA,39,1,4,1,1,1,1,1,2,2
BREÑA,44,1,4,2,1,1,1,2,2,3
BREÑA,53,1,1,6,2,1,1,2,2,2
BREÑA,39,1,4,1,1,1,1,1,2,3
BREÑA,30,1,6,2,1,1,1,1,2,3
BREÑA,36,1,1,2,1,1,1,2,3,2
BREÑA,46,1,1,2,1,1,1,2,3,2
BREÑA,38,1,6,2,1,1,1,2,3,2
BREÑA,26,1,6,2,1,1,1,2,3,3
BREÑA,47,1,1,6,1,1,1,2,3,3
BREÑA,46,1,3,2,2,1,1,2,3,3
BREÑA,45,1,6,2,1,1,1,1,3,3
BREÑA,45,1,6,2,1,1,1,2,3,3
BREÑA,63,1,1,2,1,1,1,2,3,3
BREÑA,49,1,3,1,1,1,1,2,3,2
BREÑA,50,1,6,5,1,5,1,2,3,2
BREÑA,66,1,1,1,1,1,1,1,3,2
BREÑA,29,1,4,2,1,1,1,2,3,2
BREÑA,44,1,4,2,1,1,1,1,3,3
BREÑA,45,1,6,6,1,1,1,2,3,2
BREÑA,26,1,4,2,1,1,1,1,3,3
BREÑA,38,1,4,2,1,1,1,2,3,3
BREÑA,62,1,4,2,2,1,1,1,3,3
BREÑA,40,1,4,2,3,1,1,1,3,3
BREÑA,28,1,4,2,1,1,1,2,3,2
BREÑA,36,1,4,1,1,1,1,2,3,2
BREÑA,48,1,6,6,1,1,1,1,3,3
BREÑA,28,1,4,6,2,1,1,2,3,3
BREÑA,47,1,3,2,2,5,1,2,3,3
BREÑA,23,1,4,6,3,1,1,2,3,3
BREÑA,69,0,1,1,1,1,1,2,3,3
BREÑA,54,1,1,5,1,1,1,2,3,3
BREÑA,46,1,6,2,2,1,1,2,3,2
BREÑA,43,1,3,5,1,1,2,2,3,3
BREÑA,42,1,4,6,1,1,1,2,3,2
BREÑA,64,1,1,6,5,1,1,2,3,2
BREÑA,49,1,1,2,1,1,1,1,3,2
BREÑA,47,1,3,2,1,1,1,2,3,2
BREÑA,38,1,3,6,1,1,1,2,3,2
BREÑA,56,1,1,2,1,1,1,2,3,3
BREÑA,44,1,6,2,5,1,1,2,3,2
BREÑA,66,1,6,1,1,1,1,2,3,3
BREÑA,28,1,6,2,1,1,1,1,3,3
BREÑA,34,1,4,2,3,1,2,2,3,3
BREÑA,32,1,5,2,1,1,1,2,3,2
BREÑA,29,1,4,2,1,1,1,2,3,3
BREÑA,30,1,1,2,2,2,1,1,3,3
BREÑA,41,1,1,2,1,1,1,2,3,2
BREÑA,36,1,6,5,1,2,1,2,3,2
BREÑA,43,1,4,5,3,1,1,2,3,3
BREÑA,47,1,6,6,1,1,1,2,3,2
BREÑA,34,1,4,2,1,1,1,2,3,2
BREÑA,40,1,1,6,1,1,1,2,3,3
BREÑA,30,0,4,1,1,1,1,2,3,3
BREÑA,27,1,4,2,1,1,1,2,3,3
BREÑA,47,1,4,1,1,1,1,2,3,3
BREÑA,37,1,6,1,1,1,1,1,3,3
BREÑA,41,1,1,2,2,1,1,2,3,2
BREÑA,64,1,6,1,1,1,1,1,3,2
BREÑA,41,1,6,2,1,1,1,2,3,3
BREÑA,35,1,4,2,1,1,1,2,3,2
BREÑA,32,1,4,2,1,1,1,2,3,2
BREÑA,29,1,4,2,5,1,1,2,3,2
BREÑA,65,1,3,2,1,1,1,2,3,2
BREÑA,45,1,1,3,1,1,1,2,3,3
BREÑA,69,0,6,2,1,1,1,2,3,2
BREÑA,22,0,4,2,2,1,1,2,3,2
BREÑA,21,1,4,2,2,5,1,2,3,3
BREÑA,28,1,6,6,1,1,1,2,3,3
BREÑA,39,1,4,5,1,1,1,2,3,3
BREÑA,56,1,3,2,3,1,1,2,3,2
BREÑA,77,0,1,6,1,1,1,2,3,2
BREÑA,53,1,4,1,1,1,1,2,3,3
BREÑA,40,1,1,2,1,1,1,2,3,3
BREÑA,35,1,1,2,1,1,1,2,3,2
BREÑA,26,1,4,2,1,1,1,2,3,3
BREÑA,43,1,6,1,1,1,1,2,3,2
BREÑA,27,1,4,2,2,1,1,2,3,3
BREÑA,50,1,1,2,1,1,1,2,3,2
BREÑA,30,1,6,2,1,1,1,1,3,2
BREÑA,49,1,3,2,1,1,1,2,3,2
BREÑA,33,1,3,6,2,1,1,2,3,3
BREÑA,51,1,1,2,1,1,1,2,3,2
BREÑA,34,1,3,2,3,1,1,2,3,3
BREÑA,51,1,1,6,1,1,1,2,3,2
BREÑA,34,1,4,1,1,1,1,2,3,2
BREÑA,36,1,1,2,1,1,1,1,3,2
BREÑA,37,1,6,2,1,1,1,2,3,3
BREÑA,31,1,4,2,1,1,6,2,3,3
BREÑA,33,1,1,2,1,1,1,2,3,3
BREÑA,24,1,4,2,1,1,1,2,3,2
BREÑA,49,1,4,2,1,1,1,2,3,3
BREÑA,52,1,1,6,1,1,1,2,3,2
BREÑA,50,1,1,2,2,1,1,2,3,3
BREÑA,62,1,3,6,1,1,1,2,3,3
BREÑA,38,1,1,2,1,1,1,2,3,3
BREÑA,27,1,4,6,1,1,1,2,3,3
BREÑA,33,1,4,6,1,1,1,2,3,3
BREÑA,37,1,1,2,1,1,1,2,3,3
BREÑA,38,1,1,2,1,1,1,2,3,3
BREÑA,25,1,1,2,5,1,1,2,3,2
BREÑA,44,1,3,2,1,1,1,2,3,3
BREÑA,48,1,1,5,2,1,1,2,3,3
BREÑA,32,1,4,2,1,1,1,2,3,2
BREÑA,48,0,1,2,1,1,1,2,3,3
BREÑA,23,1,4,6,1,2,1,1,3,3
BREÑA,48,1,1,2,1,1,1,2,3,2
BREÑA,39,1,4,2,2,1,1,1,3,3
BREÑA,26,0,4,2,1,1,1,2,3,3
BREÑA,27,1,6,1,1,1,1,2,3,2
BREÑA,37,1,1,2,1,1,1,2,3,3
BREÑA,28,1,6,1,1,1,1,2,3,3
BREÑA,44,1,6,2,1,1,1,2,3,2
BREÑA,33,1,3,2,1,1,1,2,3,3
BREÑA,45,1,4,2,1,1,1,2,3,3
BREÑA,26,1,4,1,1,1,1,2,3,3
BREÑA,33,1,4,2,2,1,1,2,3,3
BREÑA,49,1,4,2,2,1,1,2,3,2
BREÑA,37,1,1,2,1,1,1,1,3,2
BREÑA,61,1,4,2,3,1,1,2,4,2
BREÑA,41,1,4,6,1,1,1,2,4,2
BREÑA,40,1,1,2,1,1,1,2,4,3
BREÑA,43,1,1,2,1,1,1,2,4,2
BREÑA,37,1,4,1,1,1,1,2,4,2
BREÑA,47,1,6,4,2,1,1,2,4,3
BREÑA,53,1,1,2,1,1,1,2,4,3
BREÑA,51,1,4,2,3,1,1,2,4,2
BREÑA,78,1,4,1,1,1,1,1,4,3
BREÑA,36,1,3,2,3,1,1,2,4,3
BREÑA,23,1,4,2,2,1,1,2,4,3
BREÑA,64,1,1,2,1,1,1,2,4,2
BREÑA,39,1,4,2,1,1,1,1,4,3
BREÑA,26,1,6,2,2,1,1,2,4,2
BREÑA,41,1,1,2,2,1,1,1,4,2
BREÑA,64,1,1,2,1,1,1,2,4,3
BREÑA,50,1,6,2,1,1,1,2,4,3
BREÑA,43,1,1,2,1,1,1,2,4,3
BREÑA,34,1,4,2,1,1,1,2,4,3
BREÑA,30,1,3,2,1,1,1,2,4,3
BREÑA,35,1,3,1,1,1,1,2,4,2
BREÑA,32,1,6,2,2,1,1,2,4,2
BREÑA,42,1,3,2,1,1,1,2,4,3
BREÑA,46,1,4,2,1,1,1,2,4,2
BREÑA,32,1,4,6,1,1,1,2,4,3
BREÑA,40,1,4,2,2,1,1,2,4,3
BREÑA,42,1,6,1,1,1,1,2,4,2
BREÑA,33,1,4,6,1,1,1,2,4,3
BREÑA,47,1,3,6,2,1,1,1,4,3
BREÑA,37,1,4,6,1,1,1,2,4,3
BREÑA,33,1,1,2,1,1,1,1,4,3
BREÑA,72,1,6,1,1,1,1,2,4,3
BREÑA,22,1,6,2,1,1,1,1,4,3
BREÑA,36,1,4,6,1,1,1,2,4,3
BREÑA,25,1,4,6,1,1,1,2,4,2
BREÑA,57,1,3,2,1,1,1,2,4,2
BREÑA,41,1,1,2,1,1,1,2,4,3
BREÑA,22,0,6,6,6,1,5,2,4,3
BREÑA,44,1,1,2,3,1,1,2,4,2
BREÑA,38,1,3,6,1,1,1,2,4,3
BREÑA,23,1,6,2,1,1,1,1,4,3
BREÑA,41,1,6,2,1,1,1,2,4,2
BREÑA,60,1,3,2,1,1,1,2,4,3
BREÑA,26,1,4,2,2,1,1,1,4,3
BREÑA,52,1,6,6,2,1,1,2,4,3
BREÑA,50,1,1,2,2,1,1,2,4,3
BREÑA,50,1,1,5,1,1,1,2,4,3
BREÑA,23,1,4,2,1,6,1,2,4,3
BREÑA,49,0,1,2,3,1,1,2,4,3
BREÑA,40,1,1,1,1,1,1,2,4,2
BREÑA,37,1,4,2,2,1,1,2,4,3
BREÑA,38,1,1,2,1,1,1,2,4,3
BREÑA,36,1,4,5,5,1,1,2,4,3
BREÑA,44,1,1,2,2,1,1,2,4,2
BREÑA,42,1,6,2,1,1,1,2,4,2
BREÑA,28,1,3,5,5,1,1,2,4,3
BREÑA,50,1,4,2,1,1,1,2,4,3
BREÑA,48,1,1,2,3,1,5,2,4,2
BREÑA,32,1,4,2,1,1,1,2,4,3
BREÑA,28,1,4,2,1,1,1,1,4,2
BREÑA,47,1,3,2,5,1,1,2,4,3
BREÑA,27,1,4,2,1,1,1,2,4,3
BREÑA,23,1,4,2,3,1,1,1,4,3
BREÑA,34,1,4,2,1,1,1,2,4,2
BREÑA,39,1,1,2,1,1,1,2,4,2
BREÑA,33,0,4,2,1,1,1,2,4,2
BREÑA,27,1,5,2,1,2,1,2,4,2
BREÑA,45,1,4,2,1,1,1,2,4,2
BREÑA,53,1,1,2,1,1,1,2,4,2
BREÑA,24,1,4,2,1,1,1,2,4,3
BREÑA,27,1,1,6,6,1,1,2,4,3
BREÑA,37,1,6,5,5,5,1,2,4,2
BREÑA,56,1,1,6,1,1,1,2,4,2
BREÑA,31,1,4,2,1,1,1,2,4,3
BREÑA,56,1,6,1,1,1,1,2,4,2
BREÑA,21,1,4,2,1,1,1,2,4,3
BREÑA,35,1,4,2,1,1,1,2,4,2
BREÑA,47,1,1,2,1,1,1,1,4,2
BREÑA,34,1,1,2,2,1,1,1,5,3
BREÑA,31,1,4,5,1,1,1,2,5,2
BREÑA,34,1,4,2,1,1,1,1,5,2
BREÑA,34,1,1,5,1,1,1,2,5,3
BREÑA,56,1,1,2,1,1,1,2,5,2
BREÑA,43,1,1,2,1,1,1,2,5,2
BREÑA,63,1,1,2,1,1,1,2,5,3
BREÑA,61,1,6,1,1,1,1,2,5,3
BREÑA,62,1,1,5,1,1,1,1,5,2
BREÑA,59,1,6,2,1,1,1,2,5,3
BREÑA,59,0,1,2,1,1,1,2,5,3
BREÑA,28,1,4,2,1,1,1,1,5,2
BREÑA,63,1,4,2,1,1,1,2,5,2
BREÑA,32,1,4,6,1,1,1,1,5,3
BREÑA,32,1,5,2,2,1,1,2,5,2
BREÑA,47,1,4,2,1,1,1,2,5,2
BREÑA,70,1,3,2,1,1,1,2,5,3
BREÑA,57,1,1,6,1,1,1,2,5,2
BREÑA,59,1,1,6,1,1,1,2,5,3
BREÑA,51,1,6,2,1,1,1,2,5,3
BREÑA,44,1,1,2,1,1,1,2,5,3
BREÑA,26,1,3,2,1,1,1,2,5,3
BREÑA,43,1,4,2,1,1,1,2,5,3
BREÑA,35,1,4,2,1,1,1,2,5,3
BREÑA,21,1,4,6,1,2,1,1,5,3
BREÑA,34,1,4,1,1,1,1,2,5,3
BREÑA,57,1,6,1,1,1,1,2,5,2
BREÑA,49,1,1,2,2,1,1,2,5,2
BREÑA,63,1,6,2,1,1,1,2,5,2
BREÑA,68,0,1,1,1,1,1,1,5,2
BREÑA,42,1,4,2,1,1,1,1,5,3
BREÑA,51,1,4,6,1,1,1,2,5,2
BREÑA,26,1,4,6,1,1,1,2,5,2
BREÑA,31,1,1,2,1,1,1,2,5,2
BREÑA,45,1,3,6,2,1,1,2,5,3
BREÑA,44,1,1,2,1,1,1,1,5,2
BREÑA,50,1,4,2,2,1,1,2,5,2
BREÑA,39,1,4,1,1,1,1,2,5,3
BREÑA,52,1,1,6,3,1,1,2,5,3
BREÑA,54,1,3,5,1,1,1,2,5,3
BREÑA,35,1,4,2,2,1,1,1,5,2
BREÑA,57,1,4,2,1,1,1,2,5,2
BREÑA,26,1,3,2,4,1,1,2,5,3
BREÑA,55,1,1,2,2,1,1,2,5,2
BREÑA,29,1,4,2,1,1,1,1,5,3
BREÑA,46,1,6,2,1,1,1,2,5,3
BREÑA,60,1,1,2,1,1,1,2,5,3
BREÑA,53,1,1,5,2,1,1,2,5,2
BREÑA,47,1,1,6,2,1,1,2,5,3
BREÑA,43,1,6,2,1,1,1,2,5,3
BREÑA,31,1,4,6,6,1,1,2,5,3
BREÑA,35,1,4,2,2,1,1,2,5,3
BREÑA,38,1,3,6,1,1,1,2,5,3
BREÑA,54,1,4,2,1,1,1,2,5,2
BREÑA,41,1,3,2,1,1,1,2,5,3
BREÑA,30,1,4,6,1,1,2,2,5,3
BREÑA,25,1,1,6,1,1,1,2,5,3
BREÑA,29,1,3,2,1,5,1,2,5,3
BREÑA,47,1,6,2,1,1,1,2,5,3
BREÑA,19,1,6,2,1,1,1,2,5,3
BREÑA,26,1,1,6,1,1,1,2,5,3
BREÑA,47,1,3,3,1,1,1,2,5,2
BREÑA,33,1,4,5,1,1,1,2,5,2
BREÑA,62,0,1,2,1,1,1,2,5,3
BREÑA,46,1,3,6,1,1,1,2,5,3
BREÑA,42,1,4,2,2,1,1,2,5,2
BREÑA,46,1,3,2,1,1,1,2,5,2
BREÑA,35,1,4,2,1,1,1,2,5,2
BREÑA,39,1,1,6,2,1,1,2,5,3
BREÑA,47,0,6,2,1,1,1,2,5,2
BREÑA,35,1,4,6,2,1,1,2,5,2
BREÑA,68,0,6,2,2,1,1,2,5,2
BREÑA,47,1,1,2,2,1,1,1,5,3
BREÑA,49,1,1,5,5,1,1,2,5,2
BREÑA,33,1,3,5,1,1,1,2,5,3
BREÑA,46,1,4,5,1,2,2,2,5,2
BREÑA,35,1,6,2,2,1,1,2,5,3
BREÑA,46,1,4,2,1,1,1,2,5,3
BREÑA,59,0,1,2,1,1,1,2,5,3
BREÑA,34,1,6,1,1,1,1,2,5,3
BREÑA,30,1,6,1,1,1,1,2,5,3
BREÑA,35,1,6,6,1,1,1,2,5,3
BREÑA,36,1,6,6,3,5,1,2,5,3
BREÑA,67,0,1,2,1,1,1,2,5,2
BREÑA,25,1,6,6,2,1,1,2,5,3
BREÑA,48,1,3,2,1,1,1,1,5,2
BREÑA,36,1,4,6,2,1,1,2,5,2
BREÑA,47,1,4,2,1,1,1,2,5,3
BREÑA,37,1,4,2,3,1,1,2,5,2
BREÑA,40,1,1,2,1,1,1,2,5,3
BREÑA,35,1,3,6,2,1,1,2,5,3
BREÑA,31,1,6,6,2,1,1,2,5,2
BREÑA,52,1,1,6,2,1,1,2,5,2
BREÑA,39,0,6,6,2,1,1,2,5,3
BREÑA,54,1,1,2,2,1,1,2,5,2
BREÑA,67,1,6,2,1,1,1,1,5,2
BREÑA,53,1,4,6,1,1,1,2,5,2
BREÑA,41,1,1,1,1,1,1,2,5,3
BREÑA,39,1,4,2,2,1,1,2,5,3
BREÑA,46,1,4,2,1,1,1,2,5,2
BREÑA,52,1,3,6,1,1,1,2,5,3
BREÑA,68,1,1,1,1,1,1,2,5,2
BREÑA,19,1,4,2,2,1,1,1,5,3
BREÑA,36,1,6,2,2,1,1,1,5,3
BREÑA,49,1,4,1,1,1,1,2,5,3
BREÑA,38,1,6,6,5,1,1,2,5,3
BREÑA,42,1,1,2,2,1,1,2,5,3
BREÑA,39,1,3,2,1,1,1,2,5,3
BREÑA,71,1,3,2,1,1,1,2,5,2
BREÑA,53,1,4,1,1,1,1,2,5,2
BREÑA,42,1,1,1,1,1,1,2,5,2
BREÑA,57,1,4,6,1,1,1,1,5,3
BREÑA,27,1,5,5,4,1,1,2,5,3
BREÑA,39,1,4,2,2,1,1,2,5,3
BREÑA,38,1,4,2,1,1,1,1,5,3
BREÑA,39,1,4,6,1,1,1,1,5,3
BREÑA,44,1,4,5,3,1,1,2,5,3
BREÑA,41,1,1,5,4,1,1,2,5,3
BREÑA,26,1,4,2,1,1,1,2,5,3
BREÑA,48,1,1,2,1,1,1,2,5,3
BREÑA,34,1,3,6,1,1,1,2,5,2
BREÑA,28,0,4,1,1,1,2,2,5,3
BREÑA,42,1,1,2,3,1,1,2,6,2
BREÑA,36,1,4,2,1,1,1,2,6,3
BREÑA,57,1,3,1,1,1,1,2,6,3
